time: Fri Aug  2 16:51:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Mon Aug 26 18:54:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.71 %
time: Mon Aug 26 18:54:33 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.315 %
time: Mon Aug 26 18:54:34 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.879 %
time: Mon Aug 26 18:54:35 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.521 %
time: Mon Aug 26 18:54:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.530 %
time: Mon Aug 26 18:54:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.893 %
time: Mon Aug 26 18:54:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 31.32 %
time: Mon Aug 26 18:54:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.47 %
time: Mon Aug 26 18:54:39 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.868 %
time: Mon Aug 26 18:54:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.38 %
time: Mon Aug 26 18:54:41 2019 | channel: Пятница | channel_confidence: 49% | content_confidence: 3.973 %
time: Mon Aug 26 18:54:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.046 %
time: Mon Aug 26 18:54:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.882 %
time: Mon Aug 26 18:54:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.914 %
time: Mon Aug 26 18:54:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.568 %
time: Mon Aug 26 18:54:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.035 %
time: Mon Aug 26 18:54:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.825 %
time: Mon Aug 26 18:54:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.903 %
time: Mon Aug 26 18:54:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.86 %
time: Mon Aug 26 18:54:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 51.25 %
time: Mon Aug 26 18:54:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.072 %
time: Mon Aug 26 18:54:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.572 %
time: Mon Aug 26 18:54:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.112 %
time: Mon Aug 26 18:54:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.95 %
time: Mon Aug 26 18:54:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.382 %
time: Mon Aug 26 18:54:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.709 %
time: Mon Aug 26 18:54:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.966 %
time: Mon Aug 26 18:54:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.965 %
time: Mon Aug 26 18:54:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.483 %
time: Mon Aug 26 18:55:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.486 %
time: Mon Aug 26 18:55:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.387 %
time: Mon Aug 26 18:55:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.180 %
time: Mon Aug 26 18:55:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.660 %
time: Mon Aug 26 18:55:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 34.74 %
time: Mon Aug 26 18:55:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 29.01 %
time: Mon Aug 26 18:55:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 18.83 %
time: Mon Aug 26 18:55:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.802 %
time: Mon Aug 26 18:55:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.452 %
time: Mon Aug 26 18:55:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.924 %
time: Mon Aug 26 18:55:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.749 %
time: Mon Aug 26 18:55:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.541 %
time: Mon Aug 26 18:55:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.914 %
time: Mon Aug 26 18:55:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.252 %
time: Mon Aug 26 18:55:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.114 %
time: Mon Aug 26 18:55:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.886 %
time: Mon Aug 26 18:55:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.077 %
time: Mon Aug 26 18:55:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.14 %
time: Mon Aug 26 18:55:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.56 %
time: Mon Aug 26 18:55:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.60 %
time: Mon Aug 26 18:55:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.452 %
time: Mon Aug 26 18:55:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 24.26 %
time: Mon Aug 26 18:55:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.51 %
time: Mon Aug 26 18:55:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.074 %
time: Mon Aug 26 18:55:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.617 %
time: Mon Aug 26 18:55:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.706 %
time: Mon Aug 26 18:55:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.429 %
time: Mon Aug 26 18:55:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 16.35 %
time: Mon Aug 26 18:55:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.768 %
time: Mon Aug 26 18:55:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.309 %
time: Mon Aug 26 18:55:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.076 %
time: Mon Aug 26 18:55:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.83 %
time: Mon Aug 26 18:55:28 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.53 %
time: Mon Aug 26 18:55:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.250 %
time: Mon Aug 26 18:55:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.532 %
time: Mon Aug 26 18:55:30 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 26.21 %
time: Mon Aug 26 18:55:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 27.98 %
time: Mon Aug 26 18:55:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 19.00 %
time: Mon Aug 26 18:55:33 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.44 %
time: Mon Aug 26 18:55:34 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.492 %
time: Mon Aug 26 18:55:35 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 19.34 %
time: Mon Aug 26 18:55:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.81 %
time: Mon Aug 26 18:55:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.334 %
time: Mon Aug 26 18:55:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.540 %
time: Mon Aug 26 18:55:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.66 %
time: Mon Aug 26 18:55:39 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.439 %
time: Mon Aug 26 18:55:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.684 %
time: Mon Aug 26 18:55:41 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.545 %
time: Mon Aug 26 18:55:42 2019 | channel: Пятница | channel_confidence: 53% | content_confidence: 13.13 %
time: Mon Aug 26 18:55:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.993 %
time: Mon Aug 26 18:55:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.41 %
time: Mon Aug 26 18:55:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.72 %
time: Mon Aug 26 18:55:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.416 %
time: Mon Aug 26 18:55:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.42 %
time: Mon Aug 26 18:55:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 27.33 %
time: Mon Aug 26 18:55:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 26.68 %
time: Mon Aug 26 18:55:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 56.54 %
time: Mon Aug 26 18:55:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 35.40 %
time: Mon Aug 26 18:55:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 44.45 %
time: Mon Aug 26 18:55:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 49.22 %
time: Mon Aug 26 18:55:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 38.95 %
time: Mon Aug 26 18:55:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.766 %
time: Mon Aug 26 18:55:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.030 %
time: Mon Aug 26 18:55:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.867 %
time: Mon Aug 26 18:55:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 20.40 %
time: Mon Aug 26 18:55:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.187 %
time: Mon Aug 26 18:55:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.036 %
time: Mon Aug 26 18:56:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.188 %
time: Mon Aug 26 18:56:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.275 %
time: Mon Aug 26 18:56:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.83 %
time: Mon Aug 26 18:56:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.711 %
time: Mon Aug 26 18:56:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.176 %
time: Mon Aug 26 18:56:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.323 %
time: Mon Aug 26 18:56:06 2019 | channel: ТНТ | channel_confidence: 49% | content_confidence: 4.828 %
time: Mon Aug 26 18:56:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.130 %
time: Mon Aug 26 18:56:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.135 %
time: Mon Aug 26 18:56:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.420 %
time: Mon Aug 26 18:56:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.316 %
time: Mon Aug 26 18:56:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.385 %
time: Mon Aug 26 18:56:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.663 %
time: Mon Aug 26 18:56:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.853 %
time: Mon Aug 26 18:56:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.381 %
time: Mon Aug 26 18:56:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.48 %
time: Mon Aug 26 18:56:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.816 %
time: Mon Aug 26 18:56:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.89 %
time: Mon Aug 26 18:56:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.426 %
time: Mon Aug 26 18:56:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.848 %
time: Mon Aug 26 18:56:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.129 %
time: Mon Aug 26 18:56:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.443 %
time: Mon Aug 26 18:56:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.948 %
time: Mon Aug 26 18:56:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.580 %
time: Mon Aug 26 18:56:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.243 %
time: Mon Aug 26 18:56:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.175 %
time: Mon Aug 26 18:56:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.520 %
time: Mon Aug 26 18:56:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.545 %
time: Mon Aug 26 18:56:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.321 %
time: Mon Aug 26 18:56:28 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.163 %
time: Mon Aug 26 18:56:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.827 %
time: Mon Aug 26 18:56:30 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.370 %
time: Mon Aug 26 18:56:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.163 %
time: Mon Aug 26 18:56:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.731 %
time: Mon Aug 26 18:56:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.444 %
time: Mon Aug 26 18:56:33 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.697 %
time: Mon Aug 26 18:56:34 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.482 %
time: Mon Aug 26 18:56:35 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.244 %
time: Mon Aug 26 18:56:36 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.093 %
time: Mon Aug 26 18:56:37 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.026 %
time: Mon Aug 26 18:56:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.022 %
time: Mon Aug 26 18:56:38 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.042 %
time: Mon Aug 26 18:56:39 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.016 %
time: Mon Aug 26 18:56:40 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.270 %
time: Mon Aug 26 18:56:41 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 19.17 %
time: Mon Aug 26 18:56:42 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 50.88 %
time: Mon Aug 26 18:56:43 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 43.98 %
time: Mon Aug 26 18:56:44 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.06 %
time: Mon Aug 26 18:56:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 30.99 %
time: Mon Aug 26 18:56:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 44.96 %
time: Mon Aug 26 18:56:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 26.00 %
time: Mon Aug 26 18:56:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 24.78 %
time: Mon Aug 26 18:56:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 41.00 %
time: Mon Aug 26 18:56:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.08 %
time: Mon Aug 26 18:56:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.609 %
time: Mon Aug 26 18:56:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 14.16 %
time: Mon Aug 26 18:56:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.50 %
time: Mon Aug 26 18:56:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 33.78 %
time: Mon Aug 26 18:56:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 31.48 %
time: Mon Aug 26 18:56:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.15 %
time: Mon Aug 26 18:56:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 20.38 %
time: Mon Aug 26 18:56:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.69 %
time: Mon Aug 26 18:56:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.689 %
time: Mon Aug 26 18:56:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.509 %
time: Mon Aug 26 18:56:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.314 %
time: Mon Aug 26 18:57:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.536 %
time: Mon Aug 26 18:57:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.777 %
time: Mon Aug 26 18:57:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.741 %
time: Mon Aug 26 18:57:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.779 %
time: Mon Aug 26 18:57:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.855 %
time: Mon Aug 26 18:57:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.99 %
time: Mon Aug 26 18:57:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.79 %
time: Mon Aug 26 18:57:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.228 %
time: Mon Aug 26 18:57:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.439 %
time: Mon Aug 26 18:57:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.296 %
time: Mon Aug 26 18:57:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.526 %
time: Mon Aug 26 18:57:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.599 %
time: Mon Aug 26 18:57:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 18.28 %
time: Mon Aug 26 18:57:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 21.96 %
time: Mon Aug 26 18:57:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.26 %
time: Mon Aug 26 18:57:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 13.07 %
time: Mon Aug 26 18:57:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.824 %
time: Mon Aug 26 18:57:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.524 %
time: Mon Aug 26 18:57:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.12 %
time: Mon Aug 26 18:57:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.07 %
time: Mon Aug 26 18:57:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.791 %
time: Mon Aug 26 18:57:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.21 %
time: Mon Aug 26 18:57:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 16.64 %
time: Mon Aug 26 18:57:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.45 %
time: Mon Aug 26 18:57:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.746 %
time: Mon Aug 26 18:57:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.245 %
time: Mon Aug 26 18:57:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.533 %
time: Mon Aug 26 18:57:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.730 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.094 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.676 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.678 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.674 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.549 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.852 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.506 %
time: Mon Aug 26 18:57:45 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.887 %
time: Mon Aug 26 18:57:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.864 %
time: Mon Aug 26 18:57:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.703 %
time: Mon Aug 26 18:57:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.552 %
time: Mon Aug 26 18:57:46 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.541 %
time: Mon Aug 26 18:57:47 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.299 %
time: Mon Aug 26 18:57:48 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.123 %
time: Mon Aug 26 18:57:49 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.488 %
time: Mon Aug 26 18:57:50 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.057 %
time: Mon Aug 26 18:57:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.765 %
time: Mon Aug 26 18:57:51 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.236 %
time: Mon Aug 26 18:57:52 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.791 %
time: Mon Aug 26 18:57:53 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.516 %
time: Mon Aug 26 18:57:54 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.576 %
time: Mon Aug 26 18:57:55 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.021 %
time: Mon Aug 26 18:57:56 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.279 %
time: Mon Aug 26 18:57:57 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.939 %
time: Mon Aug 26 18:57:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.681 %
time: Mon Aug 26 18:57:58 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.442 %
time: Mon Aug 26 18:57:59 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.193 %
time: Mon Aug 26 18:58:00 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.845 %
time: Mon Aug 26 18:58:01 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 11.04 %
time: Mon Aug 26 18:58:02 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.779 %
time: Mon Aug 26 18:58:03 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 6.342 %
time: Mon Aug 26 18:58:04 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.944 %
time: Mon Aug 26 18:58:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.21 %
time: Mon Aug 26 18:58:05 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 34.27 %
time: Mon Aug 26 18:58:06 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 16.49 %
time: Mon Aug 26 18:58:07 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.371 %
time: Mon Aug 26 18:58:08 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 22.63 %
time: Mon Aug 26 18:58:09 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.52 %
time: Mon Aug 26 18:58:10 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.664 %
time: Mon Aug 26 18:58:11 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.932 %
time: Mon Aug 26 18:58:12 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.238 %
time: Mon Aug 26 18:58:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 12.13 %
time: Mon Aug 26 18:58:13 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.23 %
time: Mon Aug 26 18:58:14 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 9.795 %
time: Mon Aug 26 18:58:15 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 14.60 %
time: Mon Aug 26 18:58:16 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 15.74 %
time: Mon Aug 26 18:58:17 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.453 %
time: Mon Aug 26 18:58:18 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.765 %
time: Mon Aug 26 18:58:19 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 14.93 %
time: Mon Aug 26 18:58:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 7.734 %
time: Mon Aug 26 18:58:20 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 17.86 %
time: Mon Aug 26 18:58:21 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 8.781 %
time: Mon Aug 26 18:58:22 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.003 %
time: Mon Aug 26 18:58:23 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 4.490 %
time: Mon Aug 26 18:58:24 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.810 %
time: Mon Aug 26 18:58:25 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 23.62 %
time: Mon Aug 26 18:58:26 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 10.94 %
time: Mon Aug 26 18:58:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 5.559 %
time: Mon Aug 26 18:58:27 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.107 %
time: Mon Aug 26 18:58:28 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 0.421 %
time: Mon Aug 26 18:58:29 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.839 %
time: Mon Aug 26 18:58:30 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 1.836 %
time: Mon Aug 26 18:58:31 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 2.560 %
time: Mon Aug 26 18:58:32 2019 | channel: Неизвестно | channel_confidence: 0% | content_confidence: 3.448 %
